,Year,Team,Total_Athletes,total_medal,Country_host,GDP,NOC,Population
848,2016,Finland,1,1,Brazil,232439000000.0,FIN,5495096.0
849,2016,France,93,96,Brazil,2433560000000.0,FRA,66896109.0
850,2016,Georgia,7,7,Brazil,13993546732.0,GEO,3719300.0
851,2016,Germany,150,159,Brazil,,DEU,82667685.0
852,2016,Greece,6,7,Brazil,,GRC,10746740.0
853,2016,Grenada,1,1,Brazil,,GRD,107317.0
854,2016,Hungary,15,22,Brazil,122879000000.0,HUN,9817958.0
855,2016,India,2,2,Brazil,2089870000000.0,IND,1324171354.0
856,2016,Individual Olympic Athletes,2,2,Brazil,,IOA,
857,2016,Indonesia,4,4,Brazil,,IDN,261115456.0
858,2016,Iran,8,8,Brazil,,IRN,80277428.0
859,2016,Ireland,3,3,Brazil,290617000000.0,IRL,4773095.0
860,2016,Israel,2,2,Brazil,299096000000.0,ISR,8547100.0
861,2016,Italy,69,72,Brazil,1832350000000.0,ITA,60600590.0
862,2016,Ivory Coast,2,2,Brazil,33145096414.0,CIV,23695919.0
863,2016,Jamaica,24,30,Brazil,14186886643.0,JAM,2881355.0
864,2016,Japan,57,64,Brazil,4383080000000.0,JPN,126994511.0
865,2016,Jordan,1,1,Brazil,37517410282.0,JOR,9455802.0
866,2016,Kazakhstan,18,18,Brazil,184388000000.0,KAZ,17797032.0
867,2016,Kenya,12,13,Brazil,63767539357.0,KEN,48461567.0
868,2016,Kosovo,1,1,Brazil,,XKX,1816200.0
869,2016,Lithuania,7,7,Brazil,41402022148.0,LTU,2872298.0
870,2016,Malaysia,8,8,Brazil,,MYS,31187265.0
871,2016,Mexico,5,5,Brazil,1152260000000.0,MEX,127540423.0
872,2016,Mongolia,2,2,Brazil,,MNG,3027398.0
873,2016,Morocco,1,1,Brazil,101187000000.0,MAR,35276786.0
874,2016,Netherlands,46,47,Brazil,,NLD,17018408.0
875,2016,New Zealand,35,36,Brazil,175563000000.0,NZL,4692700.0
876,2016,Niger,1,1,Brazil,,NER,20672987.0
877,2016,Nigeria,18,18,Brazil,,NGA,185989640.0
878,2016,North Korea,7,7,Brazil,566533333333.3334,PRK,25368620.0
879,2016,Norway,19,19,Brazil,386663000000.0,NOR,5232929.0
880,2016,Philippines,1,1,Brazil,,PHL,103320222.0
881,2016,Poland,16,16,Brazil,477280000000.0,POL,37948016.0
882,2016,Portugal,1,1,Brazil,,PRT,10324611.0
883,2016,Puerto Rico,1,1,Brazil,,PRI,3411307.0
884,2016,Qatar,1,1,Brazil,164641000000.0,QAT,2569804.0
885,2016,Romania,16,16,Brazil,177911000000.0,ROU,19705301.0
886,2016,Russia,103,115,Brazil,1365860000000.0,RUS,144342396.0
887,2016,Serbia,54,54,Brazil,37160332465.0,SRB,7126.083000000006
888,2016,Singapore,1,1,Brazil,296841000000.0,SGP,5607283.0
889,2016,Slovakia,8,8,Brazil,87501423882.0,SVK,5428704.0
890,2016,Slovenia,4,4,Brazil,,SVN,2064845.0
891,2016,South Africa,22,23,Brazil,,ZAF,55908865.0
892,2016,South Korea,23,26,Brazil,1382760000000.0,KOR,51245707.0
893,2016,Spain,43,45,Brazil,1197790000000.0,ESP,46443959.0
894,2016,Sweden,26,28,Brazil,497918000000.0,SWE,9903122.0
895,2016,Switzerland,11,11,Brazil,,CHE,8372098.0
896,2016,Taiwan,5,5,Brazil,,TPE,23586.142499999987
897,2016,Tajikistan,1,1,Brazil,7853450374.0,TJK,8734951.0
898,2016,Thailand,6,6,Brazil,399235000000.0,THA,68863514.0
899,2016,Trinidad,1,1,Brazil,23559224762.0,TTO,1364962.0
900,2016,Tunisia,3,3,Brazil,43156708809.0,TUN,11403248.0
901,2016,Turkey,8,8,Brazil,859794000000.0,TUR,79512426.0
902,2016,UK,130,145,Brazil,2885570000000.0,GBR,65637239.0
903,2016,USA,211,264,Brazil,18120700000000.0,USA,323127513.0
904,2016,Ukraine,13,15,Brazil,91030959455.0,UKR,45004645.0
905,2016,United Arab Emirates,1,1,Brazil,,ARE,9269612.0
906,2016,Uzbekistan,13,13,Brazil,66903804143.0,UZB,31848200.0
907,2016,Venezuela,3,3,Brazil,1758470504.0,VEN,31568179.0
908,2016,Vietnam,1,2,Brazil,,VNM,92701100.0
